           Model      ATM       Date  Predicted_Withdrawal  Refill_Amount   Stock  Refilled  Out_of_Cash  Day_Cost
LinearRegression Z0646002 2006-10-19                65,503              0  80,143         0            0         0
LinearRegression Z0646002 2006-10-20                38,703              0  41,440         0            0         0
LinearRegression Z0646002 2006-10-21                34,058              0   7,382         0            0         0
LinearRegression Z0646002 2006-10-22                 7,382              0       0         0            0         0
LinearRegression Z1031001 2006-10-16                66,503        216,857 150,354         1            0     2,169
LinearRegression Z1031001 2006-10-17                60,271              0  90,083         0            0         0
LinearRegression Z1031001 2006-10-18                58,782              0  31,301         0            0         0
LinearRegression Z1031001 2006-10-19                13,011              0  18,290         0            0         0
LinearRegression Z1031001 2006-10-20                 5,044              0  13,245         0            0         0
LinearRegression Z1031001 2006-10-21                 6,809              0   6,436         0            0         0
LinearRegression Z1031001 2006-10-22                 6,436              0       0         0            0         0
LinearRegression Z1524001 2006-10-16                71,335        251,267 179,932         1            0     2,513
LinearRegression Z1524001 2006-10-17                56,784              0 123,148         0            0         0
LinearRegression Z1524001 2006-10-18                50,881              0  72,266         0            0         0
LinearRegression Z1524001 2006-10-19                27,810              0  44,457         0            0         0
LinearRegression Z1524001 2006-10-20                23,197              0  21,260         0            0         0
LinearRegression Z1524001 2006-10-21                13,426              0   7,834         0            0         0
LinearRegression Z1524001 2006-10-22                 7,834              0       0         0            0         0
